PART_ID,mean_SOA
Y2-S2-254K21,5.428571428571429
Y2-S2-257K25,3.5
Y2-S2-260K19,6.714285714285714
Y2-S2-261K24,3.2142857142857144
Y2-S2-262K26,3.7142857142857144
Y2-S2-265K19,4.714285714285714
Y2-S2-266K22,5.928571428571429
Y2-S2-267K23,4.214285714285714
Y2-S2-268M21,5.571428571428571
Y2-S2-269K20,5.642857142857143
Y2-S2-270K21,5.357142857142857
Y2-S2-273K18,5.357142857142857
Y2-S2-274K23,5.642857142857143
Y2-S2-276K20,4.214285714285714
Y2-S2-277K19,7.214285714285714
Y2-S2-278K20,3.642857142857143
Y2-S2-280M21,3.2857142857142856
Y2-S2-281K22,4.071428571428571
Y2-S2-282M23,3.0714285714285716
Y2-S2-283K20,5.285714285714286
Y2-S2-284K20,4.5
Y2-S2-285M22,4.214285714285714
Y2-S2-286K22,3.2857142857142856
Y2-S2-287M23,2.5714285714285716
Y2-S2-289M18,14.285714285714286
