PART_ID,mean_SOA
Y2-S2-074M24,3.7142857142857144
Y2-S2-076K22,3.4285714285714284
Y2-S2-077K20,3.4285714285714284
Y2-S2-078M27,3.5
Y2-S2-080K20,3.9285714285714284
Y2-S2-081K20,3.5
Y2-S2-082K20,4.285714285714286
Y2-S2-083M22,7.142857142857143
Y2-S2-084K38,9.357142857142858
Y2-S2-088K19,4.714285714285714
Y2-S2-090M19,3.5714285714285716
Y2-S2-091M19,7.428571428571429
Y2-S2-092M28,3.142857142857143
Y2-S2-094K22,4.571428571428571
Y2-S2-095M27,4.214285714285714
Y2-S2-096K22,4.357142857142857
Y2-S2-099K20,5.928571428571429
Y2-S2-100K21,5.357142857142857
Y2-S2-101K19,1.5714285714285714
Y2-S2-102M22,4.142857142857143
Y2-S2-104K22,2.4285714285714284
Y2-S2-107K21,3.9285714285714284
Y2-S2-108M20,2.4285714285714284
Y2-S2-109K20,5.142857142857143
Y2-S2-111K20,3.857142857142857
Y2-S2-112M21,4.571428571428571
Y2-S2-113K19,1.9285714285714286
Y2-S2-114K19,4.714285714285714
Y2-S2-118K19,2.7857142857142856
Y2-S2-119K21,3.357142857142857
Y2-S2-120K25,5
Y2-S2-121M22,3.142857142857143
Y2-S2-122K22,5
Y2-S2-123M22,3.7857142857142856
Y2-S2-126K25,3.142857142857143
Y2-S2-127K20,3.357142857142857
Y2-S2-129K31,5.285714285714286
Y2-S2-130K21,5
Y2-S2-131M23,3
Y2-S2-132M21,3.4285714285714284
Y2-S2-133K20,4.714285714285714
Y2-S2-134M23,3.2142857142857144
Y2-S2-135K23,8.5
Y2-S2-137K20,3.7142857142857144
Y2-S2-138K24,2.7142857142857144
Y2-S2-140K31,4.285714285714286
Y2-S2-141K21,3.0714285714285716
Y2-S2-142K23,3
Y2-S2-143K18,5.857142857142857
Y2-S2-144M20,3.7142857142857144
Y2-S2-145K20,7.285714285714286
Y2-S2-146K21,2.5714285714285716
Y2-S2-147K19,6.357142857142857
Y2-S2-148K21,6.285714285714286
Y2-S2-149K18,5.071428571428571
Y2-S2-150K21,4.785714285714286
Y2-S2-152M20,6.428571428571429
Y2-S2-153K20,5.071428571428571
Y2-S2-154K24,4.357142857142857
Y2-S2-155K19,4.357142857142857
Y2-S2-156K20,1.4285714285714286
Y2-S2-157K21,3.0714285714285716
Y2-S2-158K20,3.5714285714285716
Y2-S2-159K18,2.357142857142857
Y2-S2-160K20,3.7857142857142856
Y2-S2-161K21,4.5
Y2-S2-164K18,4.642857142857143
Y2-S2-166K18,5.285714285714286
Y2-S2-168K23,3.642857142857143
Y2-S2-169M21,5.071428571428571
Y2-S2-170K23,8.071428571428571
Y2-S2-171K21,2.5
Y2-S2-174K19,3.5
Y2-S2-175K21,4.857142857142857
Y2-S2-176M26,3.857142857142857
Y2-S2-179K21,4.5
Y2-S2-180K21,4.642857142857143
Y2-S2-181K21,2
Y2-S2-183K22,6.5
Y2-S2-184K25,2.857142857142857
Y2-S2-186K19,4
Y2-S2-187M32,4.5
Y2-S2-188M25,3.0714285714285716
Y2-S2-189K21,3.0714285714285716
Y2-S2-190K21,7.714285714285714
Y2-S2-191K20,10.5
Y2-S2-193K20,2.0714285714285716
Y2-S2-194K21,4.071428571428571
Y2-S2-195K21,2.7857142857142856
Y2-S2-197K23,3.7142857142857144
Y2-S2-198K23,4.571428571428571
Y2-S2-200K18,6.571428571428571
Y2-S2-202K23,9.857142857142858
Y2-S2-203K22,3.7142857142857144
Y2-S2-205K20,2.9285714285714284
Y2-S2-206K20,5.428571428571429
Y2-S2-207M23,4.785714285714286
Y2-S2-208K19,3.2142857142857144
Y2-S2-208K26,3.642857142857143
Y2-S2-209K20,6.785714285714286
Y2-S2-211M23,2.642857142857143
Y2-S2-212K24,3.142857142857143
Y2-S2-213K23,3.2142857142857144
Y2-S2-214K21,2.642857142857143
Y2-S2-215M19,3.7857142857142856
Y2-S2-216K24,3.5
Y2-S2-220M19,3.0714285714285716
Y2-S2-224K20,3.4285714285714284
Y2-S2-226M20,2.142857142857143
Y2-S2-228M20,5.071428571428571
Y2-S2-229K21,6.285714285714286
Y2-S2-230K20,3.142857142857143
Y2-S2-231K22,4
Y2-S2-232K20,2.857142857142857
Y2-S2-233K19,3.5714285714285716
Y2-S2-234K20,4.5
Y2-S2-240K20,2.7857142857142856
Y2-S2-242K22,2.9285714285714284
Y2-S2-244K18,3.142857142857143
Y2-S2-246M19,4
Y2-S2-247K19,5.285714285714286
Y2-S2-248K22,3.857142857142857
Y2-S2-250K25,3.357142857142857
Y2-S2-251M22,3.7142857142857144
Y2-S2-253M20,2.7857142857142856
Y2-S2-254K21,5.357142857142857
Y2-S2-257K25,3.2857142857142856
Y2-S2-260K19,3.5714285714285716
Y2-S2-261K24,2.9285714285714284
Y2-S2-262K26,3.642857142857143
Y2-S2-265K19,3.857142857142857
Y2-S2-266K22,4.142857142857143
Y2-S2-267K23,4.928571428571429
Y2-S2-268M21,3.857142857142857
Y2-S2-269K20,4.214285714285714
Y2-S2-270K21,3.5714285714285716
Y2-S2-273K18,3.857142857142857
Y2-S2-274K23,3.5714285714285716
Y2-S2-276K20,4.071428571428571
Y2-S2-277K19,4.642857142857143
Y2-S2-278K20,2.4285714285714284
Y2-S2-280M21,4.785714285714286
Y2-S2-281K22,2.9285714285714284
Y2-S2-282M23,2.7142857142857144
Y2-S2-283K20,4.928571428571429
Y2-S2-284K20,4.928571428571429
Y2-S2-285M22,4
Y2-S2-286K22,2.857142857142857
Y2-S2-287M23,2.5
Y2-S2-289M18,6.642857142857143
