PART_ID,AS_1,AS_2,AS_3,AS_4,PS_1,PS_2,PS_3,PS_4,temporal_CIRCLES,temporal_SQUARES,inspection_CIRCLES,inspection_SQUARES
Y2-S2-037K20,211.90391428571425,264.28465714285716,266.6656,223.80862857142856,204.7610857142857,173.80882857142856,185.71354285714284,133.3328,7.142828571428571,26.190371428571428,49.99979999999999,64.28545714285714
Y2-S2-044K25,240.47522857142857,221.4276857142857,209.52297142857142,230.95145714285712,154.76128571428572,295.2369142857143,288.09408571428565,285.7131428571428,9.523771428571427,19.047542857142854,71.4282857142857,85.71394285714285
Y2-S2-045K30,304.76068571428567,326.18917142857146,299.99879999999996,302.37974285714284,190.47542857142855,159.5231714285714,138.09468571428573,161.90411428571426,57.14262857142857,47.61885714285714,66.6664,49.99979999999999
Y2-S2-047M32,199.99919999999997,183.33259999999999,178.57071428571427,161.90411428571426,121.4280857142857,130.95185714285714,123.80902857142857,128.57091428571428,14.285657142857142,26.190371428571428,73.80922857142858,52.380742857142856
Y2-S2-049K21,373.8080285714285,361.90331428571426,354.76048571428566,347.6176571428571,228.57051428571427,211.90391428571425,257.14182857142856,159.5231714285714,19.047542857142854,21.428485714285713,107.14242857142857,78.57111428571429
Y2-S2-051K23,269.0465428571428,297.61785714285713,314.28445714285715,335.7129428571428,119.04714285714286,166.666,135.71374285714285,130.95185714285714,30.952257142857142,38.09508571428571,80.95205714285713,54.76168571428571
Y2-S2-053K19,285.7131428571428,340.47482857142853,321.4272857142857,345.2367142857143,304.76068571428567,202.38014285714283,164.28505714285714,228.57051428571427,26.190371428571428,19.047542857142854,107.14242857142857,45.23791428571428
Y2-S2-054K22,266.6656,223.80862857142856,259.5227714285714,219.04674285714285,133.3328,135.71374285714285,159.5231714285714,147.61845714285715,45.23791428571428,23.80942857142857,80.95205714285713,83.333
Y2-S2-055K22,180.95165714285713,242.8561714285714,285.7131428571428,266.6656,176.18977142857142,157.14222857142857,249.999,199.99919999999997,16.6666,28.571314285714283,64.28545714285714,71.4282857142857
Y2-S2-056M23,221.4276857142857,221.4276857142857,240.47522857142857,230.95145714285712,121.4280857142857,104.76148571428571,92.85677142857142,104.76148571428571,11.904714285714284,26.190371428571428,59.52357142857143,59.52357142857143
Y2-S2-057K24,285.7131428571428,276.18937142857146,235.71334285714283,219.04674285714285,345.2367142857143,314.28445714285715,195.23731428571426,209.52297142857142,14.285657142857142,23.80942857142857,109.52337142857142,66.6664
Y2-S2-058K25,252.37994285714282,311.90351428571427,283.3322,249.999,166.666,185.71354285714284,273.8084285714285,233.33239999999998,23.80942857142857,28.571314285714283,69.04734285714287,64.28545714285714
Y2-S2-061K28,283.3322,228.57051428571427,211.90391428571425,230.95145714285712,304.76068571428567,304.76068571428567,309.52257142857144,240.47522857142857,19.047542857142854,23.80942857142857,92.85677142857142,57.14262857142857
Y2-S2-062M21,223.80862857142856,288.09408571428565,340.47482857142853,466.66479999999996,197.61825714285715,366.66519999999997,288.09408571428565,209.52297142857142,38.09508571428571,16.6666,66.6664,49.99979999999999
Y2-S2-064K19,371.4270857142857,326.18917142857146,383.3318,416.66499999999996,311.90351428571427,504.75988571428564,459.5219714285714,307.14162857142856,28.571314285714283,26.190371428571428,95.23771428571428,52.380742857142856
Y2-S2-065K21,235.71334285714283,221.4276857142857,278.5703142857143,254.7608857142857,152.38034285714284,195.23731428571426,199.99919999999997,188.09448571428572,42.85697142857143,30.952257142857142,83.333,52.380742857142856
Y2-S2-068K20,357.14142857142855,392.8555714285714,259.5227714285714,271.4274857142857,238.09428571428572,323.8082285714285,247.61805714285714,242.8561714285714,9.523771428571427,47.61885714285714,80.95205714285713,64.28545714285714
Y2-S2-069K23,252.37994285714282,273.8084285714285,359.52237142857143,316.6654,209.52297142857142,230.95145714285712,242.8561714285714,221.4276857142857,14.285657142857142,21.428485714285713,47.61885714285714,61.904514285714285
Y2-S2-070K25,280.9512571428571,304.76068571428567,288.09408571428565,292.8559714285714,138.09468571428573,185.71354285714284,152.38034285714284,183.33259999999999,38.09508571428571,21.428485714285713,114.28525714285713,64.28545714285714
Y2-S2-071K29,261.9037142857143,247.61805714285714,295.2369142857143,261.9037142857143,216.6658,192.8563714285714,216.6658,188.09448571428572,11.904714285714284,26.190371428571428,30.952257142857142,80.95205714285713
Y2-S2-072M23,223.80862857142856,307.14162857142856,269.0465428571428,307.14162857142856,259.5227714285714,192.8563714285714,164.28505714285714,169.04694285714285,30.952257142857142,61.904514285714285,90.47582857142856,88.09488571428571
Y2-S2-074M24,242.8561714285714,192.8563714285714,233.33239999999998,207.14202857142857,161.90411428571426,183.33259999999999,199.99919999999997,154.76128571428572,11.904714285714284,16.6666,78.57111428571429,59.52357142857143
Y2-S2-076K22,345.2367142857143,326.18917142857146,328.5701142857143,297.61785714285713,319.0463428571428,185.71354285714284,157.14222857142857,180.95165714285713,59.52357142857143,119.04714285714286,78.57111428571429,54.76168571428571
Y2-S2-077K20,238.09428571428572,283.3322,280.9512571428571,254.7608857142857,183.33259999999999,276.18937142857146,266.6656,126.18997142857141,35.71414285714285,30.952257142857142,64.28545714285714,69.04734285714287
Y2-S2-078M27,319.0463428571428,302.37974285714284,276.18937142857146,333.332,195.23731428571426,269.0465428571428,178.57071428571427,252.37994285714282,21.428485714285713,28.571314285714283,73.80922857142858,61.904514285714285
Y2-S2-080K20,297.61785714285713,292.8559714285714,271.4274857142857,285.7131428571428,280.9512571428571,180.95165714285713,159.5231714285714,159.5231714285714,35.71414285714285,69.04734285714287,83.333,78.57111428571429
Y2-S2-081K20,278.5703142857143,307.14162857142856,235.71334285714283,285.7131428571428,183.33259999999999,228.57051428571427,202.38014285714283,269.0465428571428,16.6666,26.190371428571428,80.95205714285713,59.52357142857143
Y2-S2-082K20,226.1895714285714,197.61825714285715,240.47522857142857,161.90411428571426,161.90411428571426,149.99939999999998,161.90411428571426,166.666,9.523771428571427,14.285657142857142,78.57111428571429,88.09488571428571
Y2-S2-084K38,252.37994285714282,352.37954285714284,321.4272857142857,354.76048571428566,169.04694285714285,176.18977142857142,240.47522857142857,233.33239999999998,30.952257142857142,42.85697142857143,90.47582857142856,149.99939999999998
Y2-S2-088K19,311.90351428571427,304.76068571428567,292.8559714285714,285.7131428571428,133.3328,261.9037142857143,178.57071428571427,159.5231714285714,38.09508571428571,45.23791428571428,69.04734285714287,85.71394285714285
Y2-S2-092M28,585.7119428571428,461.90291428571425,271.4274857142857,257.14182857142856,171.4278857142857,197.61825714285715,449.9982,271.4274857142857,26.190371428571428,40.476028571428564,66.6664,47.61885714285714
Y2-S2-094K22,364.28425714285714,299.99879999999996,335.7129428571428,311.90351428571427,161.90411428571426,242.8561714285714,223.80862857142856,216.6658,11.904714285714284,99.99959999999999,119.04714285714286,71.4282857142857
Y2-S2-095M27,278.5703142857143,226.1895714285714,235.71334285714283,223.80862857142856,192.8563714285714,169.04694285714285,147.61845714285715,157.14222857142857,35.71414285714285,30.952257142857142,85.71394285714285,69.04734285714287
Y2-S2-096K22,311.90351428571427,319.0463428571428,276.18937142857146,276.18937142857146,216.6658,216.6658,216.6658,214.28485714285713,19.047542857142854,21.428485714285713,76.19017142857142,80.95205714285713
Y2-S2-100K21,299.99879999999996,276.18937142857146,297.61785714285713,261.9037142857143,240.47522857142857,207.14202857142857,226.1895714285714,290.47502857142854,23.80942857142857,21.428485714285713,83.333,97.61865714285713
Y2-S2-101K19,183.33259999999999,159.5231714285714,114.28525714285713,128.57091428571428,164.28505714285714,188.09448571428572,135.71374285714285,171.4278857142857,16.6666,14.285657142857142,40.476028571428564,40.476028571428564
Y2-S2-102M22,342.8557714285714,290.47502857142854,242.8561714285714,292.8559714285714,192.8563714285714,216.6658,154.76128571428572,257.14182857142856,14.285657142857142,19.047542857142854,49.99979999999999,80.95205714285713
Y2-S2-104K22,257.14182857142856,249.999,249.999,238.09428571428572,164.28505714285714,140.47562857142856,211.90391428571425,171.4278857142857,23.80942857142857,30.952257142857142,66.6664,47.61885714285714
Y2-S2-107K21,266.6656,266.6656,259.5227714285714,249.999,154.76128571428572,197.61825714285715,316.6654,295.2369142857143,9.523771428571427,33.3332,73.80922857142858,64.28545714285714
Y2-S2-108M20,183.33259999999999,180.95165714285713,209.52297142857142,211.90391428571425,133.3328,102.38054285714286,123.80902857142857,80.95205714285713,14.285657142857142,11.904714285714284,45.23791428571428,40.476028571428564
Y2-S2-109K20,371.4270857142857,388.0936857142857,349.99859999999995,388.0936857142857,319.0463428571428,264.28465714285716,319.0463428571428,361.90331428571426,49.99979999999999,47.61885714285714,71.4282857142857,90.47582857142856
Y2-S2-111K20,216.6658,240.47522857142857,238.09428571428572,247.61805714285714,116.66619999999999,133.3328,130.95185714285714,207.14202857142857,42.85697142857143,21.428485714285713,57.14262857142857,69.04734285714287
Y2-S2-112M21,283.3322,278.5703142857143,219.04674285714285,273.8084285714285,140.47562857142856,154.76128571428572,199.99919999999997,128.57091428571428,14.285657142857142,28.571314285714283,73.80922857142858,78.57111428571429
Y2-S2-113K19,269.0465428571428,245.23711428571426,235.71334285714283,226.1895714285714,292.8559714285714,135.71374285714285,142.8565714285714,185.71354285714284,28.571314285714283,11.904714285714284,61.904514285714285,47.61885714285714
Y2-S2-114K19,309.52257142857144,385.7127428571428,333.332,359.52237142857143,176.18977142857142,188.09448571428572,171.4278857142857,238.09428571428572,42.85697142857143,30.952257142857142,109.52337142857142,83.333
Y2-S2-118K19,214.28485714285713,311.90351428571427,278.5703142857143,321.4272857142857,173.80882857142856,247.61805714285714,226.1895714285714,242.8561714285714,21.428485714285713,28.571314285714283,73.80922857142858,47.61885714285714
Y2-S2-119K21,276.18937142857146,280.9512571428571,257.14182857142856,230.95145714285712,190.47542857142855,219.04674285714285,202.38014285714283,202.38014285714283,73.80922857142858,26.190371428571428,66.6664,59.52357142857143
Y2-S2-120K25,335.7129428571428,309.52257142857144,323.8082285714285,369.04614285714285,197.61825714285715,252.37994285714282,216.6658,266.6656,52.380742857142856,54.76168571428571,99.99959999999999,76.19017142857142
Y2-S2-121M22,323.8082285714285,321.4272857142857,314.28445714285715,316.6654,221.4276857142857,254.7608857142857,316.6654,276.18937142857146,49.99979999999999,47.61885714285714,190.47542857142855,59.52357142857143
Y2-S2-122K22,261.9037142857143,278.5703142857143,242.8561714285714,330.9510571428571,190.47542857142855,145.23751428571427,123.80902857142857,135.71374285714285,26.190371428571428,30.952257142857142,88.09488571428571,92.85677142857142
Y2-S2-123M22,238.09428571428572,226.1895714285714,273.8084285714285,228.57051428571427,142.8565714285714,130.95185714285714,149.99939999999998,161.90411428571426,42.85697142857143,28.571314285714283,90.47582857142856,49.99979999999999
Y2-S2-126K25,266.6656,395.2365142857143,364.28425714285714,423.8078285714285,426.18877142857144,473.8076285714285,345.2367142857143,333.332,21.428485714285713,28.571314285714283,66.6664,49.99979999999999
Y2-S2-127K20,223.80862857142856,254.7608857142857,228.57051428571427,249.999,173.80882857142856,123.80902857142857,169.04694285714285,164.28505714285714,11.904714285714284,14.285657142857142,80.95205714285713,69.04734285714287
Y2-S2-129K31,333.332,278.5703142857143,352.37954285714284,266.6656,252.37994285714282,254.7608857142857,221.4276857142857,173.80882857142856,23.80942857142857,19.047542857142854,116.66619999999999,88.09488571428571
Y2-S2-131M23,180.95165714285713,245.23711428571426,209.52297142857142,269.0465428571428,183.33259999999999,154.76128571428572,211.90391428571425,138.09468571428573,16.6666,9.523771428571427,42.85697142857143,59.52357142857143
Y2-S2-132M21,283.3322,342.8557714285714,302.37974285714284,288.09408571428565,178.57071428571427,149.99939999999998,166.666,164.28505714285714,26.190371428571428,30.952257142857142,61.904514285714285,69.04734285714287
Y2-S2-133K20,359.52237142857143,414.28405714285714,359.52237142857143,304.76068571428567,199.99919999999997,197.61825714285715,195.23731428571426,261.9037142857143,21.428485714285713,33.3332,92.85677142857142,76.19017142857142
Y2-S2-135K23,276.18937142857146,283.3322,335.7129428571428,333.332,359.52237142857143,166.666,207.14202857142857,171.4278857142857,30.952257142857142,45.23791428571428,80.95205714285713,121.4280857142857
Y2-S2-137K20,297.61785714285713,326.18917142857146,266.6656,230.95145714285712,199.99919999999997,209.52297142857142,214.28485714285713,276.18937142857146,45.23791428571428,33.3332,54.76168571428571,59.52357142857143
Y2-S2-138K24,209.52297142857142,230.95145714285712,223.80862857142856,238.09428571428572,145.23751428571427,138.09468571428573,171.4278857142857,178.57071428571427,23.80942857142857,16.6666,42.85697142857143,49.99979999999999
Y2-S2-140K31,297.61785714285713,297.61785714285713,261.9037142857143,309.52257142857144,297.61785714285713,185.71354285714284,273.8084285714285,166.666,109.52337142857142,66.6664,126.18997142857141,64.28545714285714
Y2-S2-141K21,188.09448571428572,221.4276857142857,273.8084285714285,242.8561714285714,152.38034285714284,111.90431428571428,123.80902857142857,123.80902857142857,9.523771428571427,14.285657142857142,76.19017142857142,64.28545714285714
Y2-S2-142K23,254.7608857142857,276.18937142857146,247.61805714285714,249.999,169.04694285714285,185.71354285714284,161.90411428571426,176.18977142857142,9.523771428571427,21.428485714285713,59.52357142857143,40.476028571428564
Y2-S2-144M20,321.4272857142857,292.8559714285714,285.7131428571428,233.33239999999998,180.95165714285713,178.57071428571427,197.61825714285715,164.28505714285714,21.428485714285713,35.71414285714285,59.52357142857143,57.14262857142857
Y2-S2-145K20,316.6654,349.99859999999995,419.04594285714285,349.99859999999995,359.52237142857143,352.37954285714284,261.9037142857143,502.3789428571428,28.571314285714283,16.6666,116.66619999999999,133.3328
Y2-S2-146K21,242.8561714285714,273.8084285714285,330.9510571428571,292.8559714285714,154.76128571428572,164.28505714285714,152.38034285714284,219.04674285714285,16.6666,11.904714285714284,71.4282857142857,47.61885714285714
Y2-S2-147K19,323.8082285714285,316.6654,299.99879999999996,323.8082285714285,178.57071428571427,142.8565714285714,159.5231714285714,199.99919999999997,42.85697142857143,47.61885714285714,90.47582857142856,90.47582857142856
Y2-S2-148K21,259.5227714285714,269.0465428571428,233.33239999999998,276.18937142857146,159.5231714285714,123.80902857142857,147.61845714285715,128.57091428571428,16.6666,26.190371428571428,54.76168571428571,90.47582857142856
Y2-S2-149K18,257.14182857142856,292.8559714285714,269.0465428571428,257.14182857142856,204.7610857142857,152.38034285714284,164.28505714285714,178.57071428571427,23.80942857142857,45.23791428571428,76.19017142857142,80.95205714285713
Y2-S2-150K21,269.0465428571428,252.37994285714282,173.80882857142856,273.8084285714285,145.23751428571427,211.90391428571425,152.38034285714284,128.57091428571428,30.952257142857142,19.047542857142854,61.904514285714285,88.09488571428571
Y2-S2-152M20,269.0465428571428,321.4272857142857,295.2369142857143,264.28465714285716,207.14202857142857,183.33259999999999,147.61845714285715,192.8563714285714,38.09508571428571,42.85697142857143,90.47582857142856,104.76148571428571
Y2-S2-153K20,345.2367142857143,316.6654,330.9510571428571,335.7129428571428,166.666,164.28505714285714,199.99919999999997,228.57051428571427,38.09508571428571,64.28545714285714,97.61865714285713,95.23771428571428
Y2-S2-154K24,466.66479999999996,423.8078285714285,514.2836571428571,430.9506571428571,188.09448571428572,188.09448571428572,233.33239999999998,235.71334285714283,23.80942857142857,40.476028571428564,111.90431428571428,80.95205714285713
Y2-S2-156K20,278.5703142857143,478.56951428571426,399.99839999999995,342.8557714285714,166.666,245.23711428571426,199.99919999999997,190.47542857142855,16.6666,11.904714285714284,64.28545714285714,28.571314285714283
Y2-S2-158K20,290.47502857142854,290.47502857142854,254.7608857142857,299.99879999999996,195.23731428571426,180.95165714285713,178.57071428571427,276.18937142857146,11.904714285714284,21.428485714285713,57.14262857142857,52.380742857142856
Y2-S2-159K18,247.61805714285714,228.57051428571427,249.999,247.61805714285714,130.95185714285714,138.09468571428573,159.5231714285714,126.18997142857141,9.523771428571427,26.190371428571428,42.85697142857143,38.09508571428571
Y2-S2-160K20,359.52237142857143,347.6176571428571,349.99859999999995,364.28425714285714,199.99919999999997,183.33259999999999,235.71334285714283,192.8563714285714,16.6666,16.6666,123.80902857142857,69.04734285714287
Y2-S2-161K21,302.37974285714284,285.7131428571428,335.7129428571428,328.5701142857143,183.33259999999999,171.4278857142857,161.90411428571426,171.4278857142857,28.571314285714283,28.571314285714283,80.95205714285713,83.333
Y2-S2-166K18,342.8557714285714,328.5701142857143,316.6654,319.0463428571428,195.23731428571426,204.7610857142857,173.80882857142856,190.47542857142855,28.571314285714283,85.71394285714285,111.90431428571428,95.23771428571428
Y2-S2-169M21,383.3318,397.6174571428571,483.3314,469.04574285714284,435.7125428571428,323.8082285714285,376.18897142857145,352.37954285714284,38.09508571428571,26.190371428571428,95.23771428571428,97.61865714285713
Y2-S2-170K23,442.8553714285714,323.8082285714285,333.332,285.7131428571428,147.61845714285715,152.38034285714284,173.80882857142856,159.5231714285714,19.047542857142854,109.52337142857142,97.61865714285713,140.47562857142856
Y2-S2-171K21,233.33239999999998,261.9037142857143,185.71354285714284,173.80882857142856,161.90411428571426,121.4280857142857,142.8565714285714,173.80882857142856,23.80942857142857,26.190371428571428,85.71394285714285,49.99979999999999
Y2-S2-175K21,283.3322,345.2367142857143,326.18917142857146,304.76068571428567,128.57091428571428,142.8565714285714,169.04694285714285,142.8565714285714,14.285657142857142,23.80942857142857,64.28545714285714,90.47582857142856
Y2-S2-176M26,283.3322,290.47502857142854,271.4274857142857,190.47542857142855,147.61845714285715,195.23731428571426,130.95185714285714,190.47542857142855,26.190371428571428,26.190371428571428,92.85677142857142,64.28545714285714
Y2-S2-179K21,188.09448571428572,219.04674285714285,238.09428571428572,245.23711428571426,190.47542857142855,202.38014285714283,247.61805714285714,190.47542857142855,19.047542857142854,23.80942857142857,76.19017142857142,73.80922857142858
Y2-S2-181K21,273.8084285714285,278.5703142857143,247.61805714285714,238.09428571428572,154.76128571428572,169.04694285714285,142.8565714285714,273.8084285714285,49.99979999999999,21.428485714285713,47.61885714285714,42.85697142857143
Y2-S2-183K22,242.8561714285714,321.4272857142857,254.7608857142857,223.80862857142856,140.47562857142856,195.23731428571426,147.61845714285715,147.61845714285715,14.285657142857142,54.76168571428571,121.4280857142857,97.61865714285713
Y2-S2-184K25,321.4272857142857,254.7608857142857,283.3322,285.7131428571428,197.61825714285715,264.28465714285716,171.4278857142857,226.1895714285714,30.952257142857142,80.95205714285713,59.52357142857143,47.61885714285714
Y2-S2-186K19,345.2367142857143,330.9510571428571,373.8080285714285,409.5221714285714,207.14202857142857,261.9037142857143,371.4270857142857,226.1895714285714,4.761885714285714,26.190371428571428,114.28525714285713,69.04734285714287
Y2-S2-187M32,442.8553714285714,421.4268857142857,457.14102857142854,528.5693142857143,323.8082285714285,319.0463428571428,269.0465428571428,321.4272857142857,57.14262857142857,30.952257142857142,90.47582857142856,83.333
Y2-S2-188M25,276.18937142857146,240.47522857142857,283.3322,261.9037142857143,288.09408571428565,223.80862857142856,235.71334285714283,249.999,19.047542857142854,11.904714285714284,85.71394285714285,54.76168571428571
Y2-S2-189K21,238.09428571428572,235.71334285714283,238.09428571428572,269.0465428571428,161.90411428571426,138.09468571428573,149.99939999999998,147.61845714285715,23.80942857142857,40.476028571428564,49.99979999999999,47.61885714285714
Y2-S2-190K21,340.47482857142853,285.7131428571428,295.2369142857143,440.4744285714285,152.38034285714284,161.90411428571426,130.95185714285714,133.3328,80.95205714285713,111.90431428571428,169.04694285714285,135.71374285714285
Y2-S2-191K20,571.4262857142857,452.3791428571428,588.0928857142857,407.14122857142854,157.14222857142857,226.1895714285714,240.47522857142857,366.66519999999997,11.904714285714284,69.04734285714287,95.23771428571428,121.4280857142857
Y2-S2-193K20,195.23731428571426,211.90391428571425,178.57071428571427,190.47542857142855,188.09448571428572,197.61825714285715,183.33259999999999,164.28505714285714,19.047542857142854,19.047542857142854,38.09508571428571,35.71414285714285
Y2-S2-194K21,254.7608857142857,347.6176571428571,309.52257142857144,311.90351428571427,216.6658,178.57071428571427,199.99919999999997,228.57051428571427,21.428485714285713,90.47582857142856,64.28545714285714,66.6664
Y2-S2-195K21,199.99919999999997,223.80862857142856,252.37994285714282,292.8559714285714,142.8565714285714,178.57071428571427,173.80882857142856,183.33259999999999,49.99979999999999,26.190371428571428,73.80922857142858,54.76168571428571
Y2-S2-197K23,190.47542857142855,278.5703142857143,238.09428571428572,199.99919999999997,159.5231714285714,138.09468571428573,176.18977142857142,173.80882857142856,23.80942857142857,45.23791428571428,59.52357142857143,69.04734285714287
Y2-S2-198K23,252.37994285714282,257.14182857142856,261.9037142857143,266.6656,154.76128571428572,123.80902857142857,104.76148571428571,138.09468571428573,21.428485714285713,61.904514285714285,99.99959999999999,88.09488571428571
Y2-S2-200K18,326.18917142857146,311.90351428571427,297.61785714285713,373.8080285714285,147.61845714285715,149.99939999999998,228.57051428571427,147.61845714285715,35.71414285714285,33.3332,85.71394285714285,128.57091428571428
Y2-S2-203K22,319.0463428571428,397.6174571428571,461.90291428571425,321.4272857142857,195.23731428571426,176.18977142857142,185.71354285714284,278.5703142857143,23.80942857142857,21.428485714285713,42.85697142857143,66.6664
Y2-S2-206K20,304.76068571428567,259.5227714285714,273.8084285714285,285.7131428571428,202.38014285714283,135.71374285714285,242.8561714285714,145.23751428571427,35.71414285714285,21.428485714285713,66.6664,90.47582857142856
Y2-S2-207M23,173.80882857142856,221.4276857142857,230.95145714285712,192.8563714285714,192.8563714285714,171.4278857142857,183.33259999999999,223.80862857142856,16.6666,11.904714285714284,95.23771428571428,69.04734285714287
Y2-S2-208K19,211.90391428571425,226.1895714285714,211.90391428571425,226.1895714285714,202.38014285714283,149.99939999999998,166.666,142.8565714285714,11.904714285714284,19.047542857142854,71.4282857142857,49.99979999999999
Y2-S2-208K26,266.6656,230.95145714285712,242.8561714285714,323.8082285714285,230.95145714285712,214.28485714285713,202.38014285714283,135.71374285714285,26.190371428571428,33.3332,45.23791428571428,61.904514285714285
Y2-S2-211M23,245.23711428571426,233.33239999999998,240.47522857142857,245.23711428571426,183.33259999999999,128.57091428571428,128.57091428571428,214.28485714285713,69.04734285714287,21.428485714285713,61.904514285714285,49.99979999999999
Y2-S2-212K24,559.5215714285714,440.4744285714285,435.7125428571428,395.2365142857143,357.14142857142855,430.9506571428571,380.9508571428571,516.6646,30.952257142857142,33.3332,102.38054285714286,49.99979999999999
Y2-S2-213K23,290.47502857142854,335.7129428571428,288.09408571428565,292.8559714285714,145.23751428571427,226.1895714285714,254.7608857142857,273.8084285714285,19.047542857142854,16.6666,59.52357142857143,52.380742857142856
Y2-S2-214K21,204.7610857142857,195.23731428571426,197.61825714285715,221.4276857142857,135.71374285714285,154.76128571428572,119.04714285714286,138.09468571428573,42.85697142857143,26.190371428571428,64.28545714285714,35.71414285714285
Y2-S2-215M19,207.14202857142857,242.8561714285714,257.14182857142856,221.4276857142857,157.14222857142857,197.61825714285715,228.57051428571427,204.7610857142857,16.6666,21.428485714285713,69.04734285714287,64.28545714285714
